ingredient,nutrient,quantity_per_gram,units
"Rocket, raw",Vitamin B2,0.002,GRAMS
"Rocket, raw",Vitamin B3,0.007,GRAMS
"Rocket, raw",Vitamin B6,0.001,GRAMS
"Rocket, raw",Vitamin B12,0,GRAMS
"Rocket, raw",Vitamin B9,0.88,GRAMS
"Rocket, raw",Vitamin B5,0.003,GRAMS
"Rocket, raw",Vitamin B7,0.013,GRAMS
"Rocket, raw",Vitamin C,0.2,GRAMS
"Rosemary, dried",Protein,0.049,GRAMS
"Rosemary, dried",Fat,0.152,GRAMS
"Rosemary, dried",Carbohydrate,0.464,GRAMS
"Rosemary, dried",kcal,3.31,KCAL
"Rosemary, dried",Sugars,0,GRAMS
"Rosemary, dried",Fibre,0.426,GRAMS
"Rosemary, dried",Fatty acids,0.152,GRAMS
"Rosemary, dried",Saturated fat,0.074,GRAMS
"Rosemary, dried",Trans fat,0,GRAMS
"Rosemary, dried",Sodium,0.5,GRAMS
"Rosemary, dried",Potassium,9.5,GRAMS
"Rosemary, dried",Calcium,12.8,GRAMS
"Rosemary, dried",Magnesium,2.2,GRAMS
"Rosemary, dried",Phosphorus,0.7,GRAMS
"Rosemary, dried",Iron,0.293,GRAMS
"Rosemary, dried",Zinc,0.032,GRAMS
"Rosemary, dried",Selenium,0.05,GRAMS
"Rosemary, dried",Iodine,0,GRAMS
"Rosemary, dried",Vitamin D,0,GRAMS
"Rosemary, dried",Vitamin E,0,GRAMS
"Rosemary, dried",Vitamin K1,0,GRAMS
"Rosemary, dried",Vitamin B1,0.005,GRAMS
"Rosemary, dried",Vitamin B2,0.004,GRAMS
"Rosemary, dried",Vitamin B3,0.01,GRAMS
"Rosemary, dried",Vitamin B6,0.017,GRAMS
"Rosemary, dried",Vitamin B12,0,GRAMS
"Rosemary, dried",Vitamin B9,3.07,GRAMS
"Rosemary, dried",Vitamin B5,0,GRAMS
"Rosemary, dried",Vitamin B7,0,GRAMS
"Rosemary, dried",Vitamin C,0.61,GRAMS
"Rosemary, fresh",Protein,0.014,GRAMS
"Rosemary, fresh",Fat,0.044,GRAMS
"Rosemary, fresh",Carbohydrate,0.135,GRAMS
"Rosemary, fresh",kcal,0.99,KCAL
"Rosemary, fresh",Sugars,0,GRAMS
"Rosemary, fresh",Fibre,0.124,GRAMS
"Rosemary, fresh",Fatty acids,0.044,GRAMS
"Rosemary, fresh",Saturated fat,0.022,GRAMS
"Rosemary, fresh",Trans fat,0,GRAMS
"Rosemary, fresh",Sodium,0.15,GRAMS
"Rosemary, fresh",Potassium,2.8,GRAMS
"Rosemary, fresh",Calcium,3.7,GRAMS
"Rosemary, fresh",Magnesium,0.64,GRAMS
"Rosemary, fresh",Phosphorus,0.2,GRAMS
"Rosemary, fresh",Iron,0.085,GRAMS
"Rosemary, fresh",Zinc,0.009,GRAMS
"Rosemary, fresh",Selenium,0.01,GRAMS
"Rosemary, fresh",Iodine,0,GRAMS
"Rosemary, fresh",Vitamin D,0,GRAMS
"Rosemary, fresh",Vitamin E,0,GRAMS
"Rosemary, fresh",Vitamin K1,0,GRAMS
"Rosemary, fresh",Vitamin B1,0.001,GRAMS
"Rosemary, fresh",Vitamin B2,0.001,GRAMS
"Rosemary, fresh",Vitamin B3,0.003,GRAMS
"Rosemary, fresh",Vitamin B6,0.005,GRAMS
"Rosemary, fresh",Vitamin B12,0,GRAMS
"Rosemary, fresh",Vitamin B9,0.89,GRAMS
"Rosemary, fresh",Vitamin B5,0,GRAMS
"Rosemary, fresh",Vitamin B7,0,GRAMS
"Rosemary, fresh",Vitamin C,0.18,GRAMS
Saffron,Protein,0.114,GRAMS
Saffron,Fat,0.059,GRAMS
Saffron,Carbohydrate,0.615,GRAMS
Saffron,kcal,3.1,KCAL
Saffron,Sugars,0.424,GRAMS
Saffron,Fibre,0,GRAMS
Saffron,Fatty acids,0.059,GRAMS
Saffron,Saturated fat,0,GRAMS
Saffron,Trans fat,0,GRAMS
Saffron,Sodium,1.5,GRAMS
Saffron,Potassium,17.2,GRAMS
Saffron,Calcium,1.1,GRAMS
Saffron,Magnesium,0,GRAMS
Saffron,Phosphorus,2.5,GRAMS
Saffron,Iron,0.111,GRAMS
Saffron,Zinc,0,GRAMS
Saffron,Selenium,0,GRAMS
Saffron,Iodine,0,GRAMS
Saffron,Vitamin D,0,GRAMS
Saffron,Vitamin E,0,GRAMS
Saffron,Vitamin K1,0,GRAMS
Saffron,Vitamin B1,0,GRAMS
Saffron,Vitamin B2,0,GRAMS
Saffron,Vitamin B3,0,GRAMS
Saffron,Vitamin B6,0,GRAMS
Saffron,Vitamin B12,0,GRAMS
Saffron,Vitamin B9,0,GRAMS
Saffron,Vitamin B5,0,GRAMS
Saffron,Vitamin B7,0,GRAMS
Saffron,Vitamin C,0,GRAMS
"Sage, dried, ground",Protein,0.106,GRAMS
"Sage, dried, ground",Fat,0.127,GRAMS
"Sage, dried, ground",Carbohydrate,0.427,GRAMS
"Sage, dried, ground",kcal,3.15,KCAL
"Sage, dried, ground",Sugars,0,GRAMS
"Sage, dried, ground",Fibre,0,GRAMS
"Sage, dried, ground",Fatty acids,0.127,GRAMS
"Sage, dried, ground",Saturated fat,0.07,GRAMS
"Sage, dried, ground",Trans fat,0,GRAMS
"Sage, dried, ground",Sodium,0.11,GRAMS
"Sage, dried, ground",Potassium,10.7,GRAMS
"Sage, dried, ground",Calcium,16.5,GRAMS
"Sage, dried, ground",Magnesium,4.3,GRAMS
"Sage, dried, ground",Phosphorus,0.91,GRAMS
"Sage, dried, ground",Iron,0.281,GRAMS
"Sage, dried, ground",Zinc,0.047,GRAMS
"Sage, dried, ground",Selenium,0,GRAMS
"Sage, dried, ground",Iodine,0,GRAMS
"Sage, dried, ground",Vitamin D,0,GRAMS
"Sage, dried, ground",Vitamin E,0,GRAMS
"Sage, dried, ground",Vitamin K1,0,GRAMS
"Sage, dried, ground",Vitamin B1,0,GRAMS
"Sage, dried, ground",Vitamin B2,0.003,GRAMS
"Sage, dried, ground",Vitamin B3,0.057,GRAMS
"Sage, dried, ground",Vitamin B6,0,GRAMS
"Sage, dried, ground",Vitamin B12,0,GRAMS
"Sage, dried, ground",Vitamin B9,0,GRAMS
"Sage, dried, ground",Vitamin B5,0,GRAMS
"Sage, dried, ground",Vitamin B7,0,GRAMS
"Sage, dried, ground",Vitamin C,0,GRAMS
"Sage, fresh",Protein,0.039,GRAMS
"Sage, fresh",Fat,0.046,GRAMS
"Sage, fresh",Carbohydrate,0.156,GRAMS
"Sage, fresh",kcal,1.19,KCAL
"Sage, fresh",Sugars,0,GRAMS
"Sage, fresh",Fibre,0,GRAMS
"Sage, fresh",Fatty acids,0.046,GRAMS
"Sage, fresh",Saturated fat,0.026,GRAMS
"Sage, fresh",Trans fat,0,GRAMS
"Sage, fresh",Sodium,0.04,GRAMS
"Sage, fresh",Potassium,3.9,GRAMS
"Sage, fresh",Calcium,6,GRAMS
"Sage, fresh",Magnesium,1.6,GRAMS
"Sage, fresh",Phosphorus,0.33,GRAMS
"Sage, fresh",Iron,0,GRAMS
"Sage, fresh",Zinc,0.017,GRAMS
"Sage, fresh",Selenium,0,GRAMS
"Sage, fresh",Iodine,0,GRAMS
"Sage, fresh",Vitamin D,0,GRAMS
"Sage, fresh",Vitamin E,0,GRAMS
"Sage, fresh",Vitamin K1,0,GRAMS
"Sage, fresh",Vitamin B1,0.001,GRAMS
"Sage, fresh",Vitamin B2,0,GRAMS
"Sage, fresh",Vitamin B3,0,GRAMS
"Sage, fresh",Vitamin B6,0,GRAMS
"Sage, fresh",Vitamin B12,0,GRAMS
"Sage, fresh",Vitamin B9,0,GRAMS
"Sage, fresh",Vitamin B5,0,GRAMS
"Sage, fresh",Vitamin B7,0,GRAMS
"Sage, fresh",Vitamin C,0,GRAMS
Sesame seeds,Protein,0.182,GRAMS
Sesame seeds,Fat,0.58,GRAMS
Sesame seeds,Carbohydrate,0.009,GRAMS
Sesame seeds,kcal,5.98,KCAL
Sesame seeds,Sugars,0.004,GRAMS
Sesame seeds,Fibre,0,GRAMS
Sesame seeds,Fatty acids,0.58,GRAMS
Sesame seeds,Saturated fat,0.105,GRAMS
Sesame seeds,Trans fat,0,GRAMS
Sesame seeds,Sodium,0.2,GRAMS
Sesame seeds,Potassium,5.7,GRAMS
Sesame seeds,Calcium,6.7,GRAMS
Sesame seeds,Magnesium,3.7,GRAMS
Sesame seeds,Phosphorus,7.2,GRAMS
Sesame seeds,Iron,0.104,GRAMS
Sesame seeds,Zinc,0.053,GRAMS
Sesame seeds,Selenium,0,GRAMS
Sesame seeds,Iodine,0,GRAMS
Sesame seeds,Vitamin D,0,GRAMS
Sesame seeds,Vitamin E,0,GRAMS
Sesame seeds,Vitamin K1,0,GRAMS
Sesame seeds,Vitamin B1,0.009,GRAMS
Sesame seeds,Vitamin B2,0.002,GRAMS
Sesame seeds,Vitamin B3,0.05,GRAMS
Sesame seeds,Vitamin B6,0.008,GRAMS
Sesame seeds,Vitamin B12,0,GRAMS
Sesame seeds,Vitamin B9,0.97,GRAMS
Sesame seeds,Vitamin B5,0.021,GRAMS
Sesame seeds,Vitamin B7,0.11,GRAMS
Sesame seeds,Vitamin C,0,GRAMS
"Spinach, baby, raw",Protein,0.026,GRAMS
"Spinach, baby, raw",Fat,0.006,GRAMS
"Spinach, baby, raw",Carbohydrate,0.002,GRAMS
"Spinach, baby, raw",kcal,0.16,KCAL
"Spinach, baby, raw",Sugars,0,GRAMS
"Spinach, baby, raw",Fibre,0.01,GRAMS
"Spinach, baby, raw",Fatty acids,0.006,GRAMS
"Spinach, baby, raw",Saturated fat,0.001,GRAMS
"Spinach, baby, raw",Trans fat,0,GRAMS
"Spinach, baby, raw",Sodium,0.3,GRAMS
"Spinach, baby, raw",Potassium,6.82,GRAMS
"Spinach, baby, raw",Calcium,1.19,GRAMS
"Spinach, baby, raw",Magnesium,0.8,GRAMS
"Spinach, baby, raw",Phosphorus,0.44,GRAMS
"Spinach, baby, raw",Iron,0.019,GRAMS
"Spinach, baby, raw",Zinc,0.009,GRAMS
"Spinach, baby, raw",Selenium,0.05,GRAMS
"Spinach, baby, raw",Iodine,0.04,GRAMS
"Spinach, baby, raw",Vitamin D,0,GRAMS
"Spinach, baby, raw",Vitamin E,0,GRAMS
"Spinach, baby, raw",Vitamin K1,0,GRAMS
"Spinach, baby, raw",Vitamin B1,0.001,GRAMS
"Spinach, baby, raw",Vitamin B2,0.002,GRAMS
"Spinach, baby, raw",Vitamin B3,0.01,GRAMS
"Spinach, baby, raw",Vitamin B6,0.001,GRAMS
"Spinach, baby, raw",Vitamin B12,0,GRAMS
"Spinach, baby, raw",Vitamin B9,1.61,GRAMS
"Spinach, baby, raw",Vitamin B5,0.003,GRAMS
"Spinach, baby, raw",Vitamin B7,0.001,GRAMS
"Spinach, baby, raw",Vitamin C,0.29,GRAMS
"Spring onions, bulbs and tops, raw",Protein,0.02,GRAMS
"Spring onions, bulbs and tops, raw",Fat,0.005,GRAMS
"Spring onions, bulbs and tops, raw",Carbohydrate,0.03,GRAMS
"Spring onions, bulbs and tops, raw",kcal,0.23,KCAL
"Spring onions, bulbs and tops, raw",Sugars,0.028,GRAMS
"Spring onions, bulbs and tops, raw",Fibre,0,GRAMS
"Spring onions, bulbs and tops, raw",Fatty acids,0.005,GRAMS
"Spring onions, bulbs and tops, raw",Saturated fat,0.001,GRAMS
"Spring onions, bulbs and tops, raw",Trans fat,0,GRAMS
"Spring onions, bulbs and tops, raw",Sodium,0.07,GRAMS
"Spring onions, bulbs and tops, raw",Potassium,2.6,GRAMS
"Spring onions, bulbs and tops, raw",Calcium,0.39,GRAMS
"Spring onions, bulbs and tops, raw",Magnesium,0.12,GRAMS
"Spring onions, bulbs and tops, raw",Phosphorus,0.29,GRAMS
"Spring onions, bulbs and tops, raw",Iron,0.019,GRAMS
"Spring onions, bulbs and tops, raw",Zinc,0.004,GRAMS
"Spring onions, bulbs and tops, raw",Selenium,0,GRAMS
"Spring onions, bulbs and tops, raw",Iodine,0,GRAMS
"Spring onions, bulbs and tops, raw",Vitamin D,0,GRAMS
"Spring onions, bulbs and tops, raw",Vitamin E,0,GRAMS
"Spring onions, bulbs and tops, raw",Vitamin K1,0,GRAMS
"Spring onions, bulbs and tops, raw",Vitamin B1,0.001,GRAMS
"Spring onions, bulbs and tops, raw",Vitamin B2,0,GRAMS
"Spring onions, bulbs and tops, raw",Vitamin B3,0.005,GRAMS
"Spring onions, bulbs and tops, raw",Vitamin B6,0.001,GRAMS
"Spring onions, bulbs and tops, raw",Vitamin B12,0,GRAMS
"Spring onions, bulbs and tops, raw",Vitamin B9,0.54,GRAMS
"Spring onions, bulbs and tops, raw",Vitamin B5,0.001,GRAMS
"Spring onions, bulbs and tops, raw",Vitamin B7,0,GRAMS
"Spring onions, bulbs and tops, raw",Vitamin C,0.26,GRAMS
"Squash, butternut, raw",Protein,0.011,GRAMS
"Squash, butternut, raw",Fat,0.001,GRAMS
"Squash, butternut, raw",Carbohydrate,0.083,GRAMS
"Squash, butternut, raw",kcal,0.36,KCAL
"Squash, butternut, raw",Sugars,0.045,GRAMS
"Squash, butternut, raw",Fibre,0,GRAMS
"Squash, butternut, raw",Fatty acids,0.001,GRAMS
"Squash, butternut, raw",Saturated fat,0,GRAMS
"Squash, butternut, raw",Trans fat,0,GRAMS
"Squash, butternut, raw",Sodium,0.04,GRAMS
"Squash, butternut, raw",Potassium,3.5,GRAMS
"Squash, butternut, raw",Calcium,0.48,GRAMS
"Squash, butternut, raw",Magnesium,0.34,GRAMS
"Squash, butternut, raw",Phosphorus,0.33,GRAMS
"Squash, butternut, raw",Iron,0.007,GRAMS
"Squash, butternut, raw",Zinc,0.001,GRAMS
"Squash, butternut, raw",Selenium,0,GRAMS
"Squash, butternut, raw",Iodine,0,GRAMS
"Squash, butternut, raw",Vitamin D,0,GRAMS
"Squash, butternut, raw",Vitamin E,0,GRAMS
"Squash, butternut, raw",Vitamin K1,0,GRAMS
"Squash, butternut, raw",Vitamin B1,0.001,GRAMS
"Squash, butternut, raw",Vitamin B2,0,GRAMS
"Squash, butternut, raw",Vitamin B3,0.007,GRAMS
"Squash, butternut, raw",Vitamin B6,0.002,GRAMS
"Squash, butternut, raw",Vitamin B12,0,GRAMS
"Squash, butternut, raw",Vitamin B9,0.27,GRAMS
"Squash, butternut, raw",Vitamin B5,0.004,GRAMS
"Squash, butternut, raw",Vitamin B7,0.004,GRAMS
"Squash, butternut, raw",Vitamin C,0.21,GRAMS
"Strawberries, raw",Protein,0.006,GRAMS
"Strawberries, raw",Fat,0.005,GRAMS
"Strawberries, raw",Carbohydrate,0.061,GRAMS
"Strawberries, raw",kcal,0.3,KCAL
"Strawberries, raw",Sugars,0.061,GRAMS
"Strawberries, raw",Fibre,0.038,GRAMS
"Strawberries, raw",Fatty acids,0.005,GRAMS
"Strawberries, raw",Saturated fat,0,GRAMS
"Strawberries, raw",Trans fat,0,GRAMS
"Strawberries, raw",Sodium,0.01,GRAMS
"Strawberries, raw",Potassium,1.7,GRAMS
"Strawberries, raw",Calcium,0.17,GRAMS
"Strawberries, raw",Magnesium,0.12,GRAMS
"Strawberries, raw",Phosphorus,0.26,GRAMS
"Strawberries, raw",Iron,0.003,GRAMS
"Strawberries, raw",Zinc,0.001,GRAMS
"Strawberries, raw",Selenium,0,GRAMS
"Strawberries, raw",Iodine,0.01,GRAMS
"Strawberries, raw",Vitamin D,0,GRAMS
"Strawberries, raw",Vitamin E,0,GRAMS
"Strawberries, raw",Vitamin K1,0,GRAMS
"Strawberries, raw",Vitamin B1,0,GRAMS
"Strawberries, raw",Vitamin B2,0,GRAMS
"Strawberries, raw",Vitamin B3,0.006,GRAMS
"Strawberries, raw",Vitamin B6,0,GRAMS
"Strawberries, raw",Vitamin B12,0,GRAMS
"Strawberries, raw",Vitamin B9,0.61,GRAMS
"Strawberries, raw",Vitamin B5,0.004,GRAMS
"Strawberries, raw",Vitamin B7,0.012,GRAMS
"Strawberries, raw",Vitamin C,0.57,GRAMS
Sunflower seeds,Protein,0.198,GRAMS
Sunflower seeds,Fat,0.475,GRAMS
Sunflower seeds,Carbohydrate,0.186,GRAMS
Sunflower seeds,kcal,5.76,KCAL
Sunflower seeds,Sugars,0.017,GRAMS
Sunflower seeds,Fibre,0,GRAMS
Sunflower seeds,Fatty acids,0.475,GRAMS
Sunflower seeds,Saturated fat,0.066,GRAMS
Sunflower seeds,Trans fat,0,GRAMS
Sunflower seeds,Sodium,0.03,GRAMS
Sunflower seeds,Potassium,7.1,GRAMS
Sunflower seeds,Calcium,1.1,GRAMS
Sunflower seeds,Magnesium,3.9,GRAMS
Sunflower seeds,Phosphorus,6.4,GRAMS
Sunflower seeds,Iron,0.064,GRAMS
Sunflower seeds,Zinc,0.051,GRAMS
Sunflower seeds,Selenium,0.49,GRAMS
Sunflower seeds,Iodine,0,GRAMS
Sunflower seeds,Vitamin D,0,GRAMS
Sunflower seeds,Vitamin E,0,GRAMS
Sunflower seeds,Vitamin K1,0,GRAMS
Sunflower seeds,Vitamin B1,0.016,GRAMS
Sunflower seeds,Vitamin B2,0.002,GRAMS
Sunflower seeds,Vitamin B3,0.041,GRAMS
Sunflower seeds,Vitamin B6,0,GRAMS
Sunflower seeds,Vitamin B12,0,GRAMS
Sunflower seeds,Vitamin B9,0,GRAMS
Sunflower seeds,Vitamin B5,0,GRAMS
Sunflower seeds,Vitamin B7,0,GRAMS
Sunflower seeds,Vitamin C,0,GRAMS
"Swede, flesh only, raw",Protein,0.007,GRAMS
"Swede, flesh only, raw",Fat,0.003,GRAMS
"Swede, flesh only, raw",Carbohydrate,0.05,GRAMS
"Swede, flesh only, raw",kcal,0.24,KCAL
"Swede, flesh only, raw",Sugars,0.049,GRAMS
"Swede, flesh only, raw",Fibre,0,GRAMS
"Swede, flesh only, raw",Fatty acids,0.003,GRAMS
"Swede, flesh only, raw",Saturated fat,0,GRAMS
"Swede, flesh only, raw",Trans fat,0,GRAMS
"Swede, flesh only, raw",Sodium,0.15,GRAMS
"Swede, flesh only, raw",Potassium,1.7,GRAMS
"Swede, flesh only, raw",Calcium,0.53,GRAMS
"Swede, flesh only, raw",Magnesium,0.09,GRAMS
"Swede, flesh only, raw",Phosphorus,0.4,GRAMS
"Swede, flesh only, raw",Iron,0.001,GRAMS
"Swede, flesh only, raw",Zinc,0.003,GRAMS
"Swede, flesh only, raw",Selenium,0.01,GRAMS
"Swede, flesh only, raw",Iodine,0,GRAMS
"Swede, flesh only, raw",Vitamin D,0,GRAMS
"Swede, flesh only, raw",Vitamin E,0,GRAMS
"Swede, flesh only, raw",Vitamin K1,0,GRAMS
"Swede, flesh only, raw",Vitamin B1,0.002,GRAMS
"Swede, flesh only, raw",Vitamin B2,0,GRAMS
"Swede, flesh only, raw",Vitamin B3,0.012,GRAMS
"Swede, flesh only, raw",Vitamin B6,0.002,GRAMS
"Swede, flesh only, raw",Vitamin B12,0,GRAMS
"Swede, flesh only, raw",Vitamin B9,0.31,GRAMS
"Swede, flesh only, raw",Vitamin B5,0.001,GRAMS
"Swede, flesh only, raw",Vitamin B7,0.001,GRAMS
"Swede, flesh only, raw",Vitamin C,0.31,GRAMS
"Sweet potato, raw, flesh only",Protein,0.012,GRAMS
"Sweet potato, raw, flesh only",Fat,0.003,GRAMS
"Sweet potato, raw, flesh only",Carbohydrate,0.213,GRAMS
"Sweet potato, raw, flesh only",kcal,0.87,KCAL
"Sweet potato, raw, flesh only",Sugars,0.057,GRAMS
"Sweet potato, raw, flesh only",Fibre,0,GRAMS
"Sweet potato, raw, flesh only",Fatty acids,0.003,GRAMS
"Sweet potato, raw, flesh only",Saturated fat,0.001,GRAMS
"Sweet potato, raw, flesh only",Trans fat,0,GRAMS
"Sweet potato, raw, flesh only",Sodium,0.4,GRAMS
"Sweet potato, raw, flesh only",Potassium,3.7,GRAMS
"Sweet potato, raw, flesh only",Calcium,0.24,GRAMS
"Sweet potato, raw, flesh only",Magnesium,0.18,GRAMS
"Sweet potato, raw, flesh only",Phosphorus,0.5,GRAMS
"Sweet potato, raw, flesh only",Iron,0.007,GRAMS
"Sweet potato, raw, flesh only",Zinc,0.003,GRAMS
"Sweet potato, raw, flesh only",Selenium,0.01,GRAMS
"Sweet potato, raw, flesh only",Iodine,0.02,GRAMS
"Sweet potato, raw, flesh only",Vitamin D,0,GRAMS
"Sweet potato, raw, flesh only",Vitamin E,0,GRAMS
"Sweet potato, raw, flesh only",Vitamin K1,0,GRAMS
"Sweet potato, raw, flesh only",Vitamin B1,0.002,GRAMS
"Sweet potato, raw, flesh only",Vitamin B2,0,GRAMS
"Sweet potato, raw, flesh only",Vitamin B3,0.005,GRAMS
"Sweet potato, raw, flesh only",Vitamin B6,0.001,GRAMS
"Sweet potato, raw, flesh only",Vitamin B12,0,GRAMS
"Sweet potato, raw, flesh only",Vitamin B9,0.17,GRAMS
"Sweet potato, raw, flesh only",Vitamin B5,0.006,GRAMS
"Sweet potato, raw, flesh only",Vitamin B7,0,GRAMS
"Sweet potato, raw, flesh only",Vitamin C,0.23,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Protein,0.02,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Fat,0.011,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Carbohydrate,0.048,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",kcal,0.36,KCAL
"Sweetcorn, 'on-the-cob', raw, weighed with core",Sugars,0.012,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Fibre,0,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Fatty acids,0.011,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Saturated fat,0.001,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Trans fat,0,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Sodium,0,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Potassium,2.13,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Calcium,0.02,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Magnesium,0.22,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Phosphorus,0.54,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Iron,0.004,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Zinc,0.002,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Selenium,0,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Iodine,0,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Vitamin D,0,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Vitamin E,0,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Vitamin K1,0,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Vitamin B1,0.001,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Vitamin B2,0,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Vitamin B3,0.011,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Vitamin B6,0,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Vitamin B12,0,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Vitamin B9,0.24,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Vitamin B5,0.004,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Vitamin B7,0,GRAMS
"Sweetcorn, 'on-the-cob', raw, weighed with core",Vitamin C,0.05,GRAMS
"Tarragon, dried, ground",Protein,0.228,GRAMS
"Tarragon, dried, ground",Fat,0.072,GRAMS
"Tarragon, dried, ground",Carbohydrate,0.428,GRAMS
"Tarragon, dried, ground",kcal,2.95,KCAL
"Tarragon, dried, ground",Sugars,0,GRAMS
"Tarragon, dried, ground",Fibre,0,GRAMS
"Tarragon, dried, ground",Fatty acids,0.072,GRAMS
"Tarragon, dried, ground",Saturated fat,0,GRAMS
"Tarragon, dried, ground",Trans fat,0,GRAMS
"Tarragon, dried, ground",Sodium,0.62,GRAMS
"Tarragon, dried, ground",Potassium,30.2,GRAMS
"Tarragon, dried, ground",Calcium,11.4,GRAMS
"Tarragon, dried, ground",Magnesium,3.5,GRAMS
"Tarragon, dried, ground",Phosphorus,3.1,GRAMS
"Tarragon, dried, ground",Iron,0.323,GRAMS
"Tarragon, dried, ground",Zinc,0.039,GRAMS
"Tarragon, dried, ground",Selenium,0,GRAMS
"Tarragon, dried, ground",Iodine,0,GRAMS
"Tarragon, dried, ground",Vitamin D,0,GRAMS
"Tarragon, dried, ground",Vitamin E,0,GRAMS
"Tarragon, dried, ground",Vitamin K1,0,GRAMS
"Tarragon, dried, ground",Vitamin B1,0.003,GRAMS
"Tarragon, dried, ground",Vitamin B2,0.013,GRAMS
"Tarragon, dried, ground",Vitamin B3,0.089,GRAMS
"Tarragon, dried, ground",Vitamin B6,0,GRAMS
"Tarragon, dried, ground",Vitamin B12,0,GRAMS
"Tarragon, dried, ground",Vitamin B9,0,GRAMS
"Tarragon, dried, ground",Vitamin B5,0,GRAMS
"Tarragon, dried, ground",Vitamin B7,0,GRAMS
"Tarragon, dried, ground",Vitamin C,0,GRAMS
"Tarragon, fresh",Protein,0.034,GRAMS
"Tarragon, fresh",Fat,0.011,GRAMS
"Tarragon, fresh",Carbohydrate,0.063,GRAMS
"Tarragon, fresh",kcal,0.49,KCAL
"Tarragon, fresh",Sugars,0,GRAMS
"Tarragon, fresh",Fibre,0,GRAMS
"Tarragon, fresh",Fatty acids,0.011,GRAMS
"Tarragon, fresh",Saturated fat,0,GRAMS
"Tarragon, fresh",Trans fat,0,GRAMS
"Tarragon, fresh",Sodium,0.09,GRAMS
"Tarragon, fresh",Potassium,4.5,GRAMS
"Tarragon, fresh",Calcium,1.7,GRAMS
"Tarragon, fresh",Magnesium,0.51,GRAMS
"Tarragon, fresh",Phosphorus,0.46,GRAMS
"Tarragon, fresh",Iron,0,GRAMS
"Tarragon, fresh",Zinc,0.006,GRAMS
"Tarragon, fresh",Selenium,0,GRAMS
"Tarragon, fresh",Iodine,0,GRAMS
"Tarragon, fresh",Vitamin D,0,GRAMS
"Tarragon, fresh",Vitamin E,0,GRAMS
"Tarragon, fresh",Vitamin K1,0,GRAMS
"Tarragon, fresh",Vitamin B1,0.002,GRAMS
"Tarragon, fresh",Vitamin B2,0,GRAMS
"Tarragon, fresh",Vitamin B3,0,GRAMS
"Tarragon, fresh",Vitamin B6,0,GRAMS
"Tarragon, fresh",Vitamin B12,0,GRAMS
"Tarragon, fresh",Vitamin B9,0,GRAMS
"Tarragon, fresh",Vitamin B5,0,GRAMS
"Tarragon, fresh",Vitamin B7,0,GRAMS
"Tarragon, fresh",Vitamin C,0.02,GRAMS
"Thyme, dried, ground",Protein,0.091,GRAMS
"Thyme, dried, ground",Fat,0.074,GRAMS
"Thyme, dried, ground",Carbohydrate,0.453,GRAMS
"Thyme, dried, ground",kcal,2.76,KCAL
"Thyme, dried, ground",Sugars,0.017,GRAMS
"Thyme, dried, ground",Fibre,0.37,GRAMS
"Thyme, dried, ground",Fatty acids,0.074,GRAMS
"Thyme, dried, ground",Saturated fat,0.027,GRAMS
"Thyme, dried, ground",Trans fat,0,GRAMS
"Thyme, dried, ground",Sodium,0.55,GRAMS
"Thyme, dried, ground",Potassium,8.1,GRAMS
"Thyme, dried, ground",Calcium,18.9,GRAMS
"Thyme, dried, ground",Magnesium,2.2,GRAMS
"Thyme, dried, ground",Phosphorus,2,GRAMS
"Thyme, dried, ground",Iron,1.236,GRAMS
"Thyme, dried, ground",Zinc,0.062,GRAMS
"Thyme, dried, ground",Selenium,0.05,GRAMS
